Wed Jun 15 21:41:52 UTC 2016
MEM;CPU
67.34;1.00
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.85
67.34;0.85
67.34;0.85
67.34;0.85
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.87
67.34;0.87
67.34;0.87
67.34;0.87
67.34;0.97
67.34;0.97
67.34;0.97
67.34;0.97
67.34;1.13
67.34;1.13
67.34;1.13
67.34;1.13
67.34;1.13
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.27
67.34;1.27
67.34;1.27
67.34;1.27
67.34;1.33
67.34;1.33
67.34;1.33
67.34;1.33
67.34;1.38
67.34;1.38
67.34;1.38
67.34;1.38
67.34;1.38
67.34;1.27
67.34;1.27
67.34;1.27
67.34;1.27
67.34;1.33
67.34;1.33
67.34;1.33
67.34;1.33
67.34;1.22
67.34;1.22
67.34;1.22
67.34;1.22
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.19
67.34;1.19
67.34;1.19
67.34;1.19
67.34;1.26
67.34;1.26
67.34;1.26
67.34;1.26
67.34;1.16
67.34;1.16
67.34;1.16
67.34;1.16
67.34;1.15
67.34;1.15
67.34;1.15
67.34;1.15
67.34;1.37
67.34;1.37
67.34;1.37
67.34;1.37
67.34;1.37
67.34;1.34
67.34;1.34
67.34;1.34
67.34;1.34
67.34;1.32
67.34;1.32
67.34;1.32
67.34;1.32
67.34;1.21
67.34;1.21
67.34;1.21
67.34;1.21
67.34;1.11
67.34;1.11
67.34;1.11
67.34;1.11
67.34;1.11
67.34;1.27
67.34;1.27
67.34;1.27
67.34;1.27
67.34;1.16
67.34;1.16
67.34;1.16
67.34;1.16
67.34;1.07
67.34;1.07
67.34;1.07
67.34;1.07
67.34;0.98
67.34;0.98
67.34;0.98
67.34;0.98
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;1.07
67.34;1.07
67.34;1.07
67.34;1.07
67.34;0.99
67.34;0.99
67.34;0.99
67.34;0.99
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.85
67.34;0.85
67.34;0.85
67.34;0.85
67.34;0.86
67.34;0.86
67.34;0.86
67.34;0.86
67.34;0.79
67.34;0.79
67.34;0.79
67.34;0.79
67.34;0.81
67.34;0.81
67.34;0.81
67.34;0.81
67.34;0.98
67.34;0.98
67.34;0.98
67.34;0.98
67.34;0.98
67.34;0.99
67.34;0.99
67.34;0.99
67.34;0.99
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;0.91
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;1.00
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.92
67.34;0.85
67.34;0.85
67.34;0.85
67.34;0.85
67.34;0.85
67.34;1.02
67.34;1.02
67.34;1.02
67.34;1.02
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.94
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;0.95
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.12
67.34;1.03
67.34;1.03
67.34;1.03
